Date,KO,PEP,spread
2015-07-07,29.346765518188477,71.65361022949219,-35.37276024131032
2015-07-08,29.062429428100586,71.0663833618164,-34.92302582284009
2015-07-09,29.106164932250977,70.3082275390625,-35.8406831166173
2015-07-10,29.4488525390625,71.02179718017578,-36.3768801913498
2015-07-13,29.64571762084961,72.26309204101562,-35.853543674609355
2015-07-14,30.017555236816406,72.19620513916016,-37.27650610093029
2015-07-15,29.98839569091797,71.61642456054688,-37.74994309083864
2015-07-16,30.243579864501953,72.02525329589844,-38.271759876996356
2015-07-17,30.075891494750977,71.9360580444336,-37.749402977220214
2015-07-20,30.170677185058594,72.3299789428711,-37.70116134622724
2015-07-21,30.032142639160156,72.04754638671875,-37.478364471792375
2015-07-22,29.820697784423828,72.22592163085938,-36.528859089199884
2015-07-23,29.776960372924805,72.00294494628906,-36.592327346729846
2015-07-24,29.48529624938965,71.49006652832031,-36.04151946103529
2015-07-27,29.558231353759766,71.10357666015625,-36.69400046528571
2015-07-28,29.56551170349121,71.43804931640625,-36.38607892612667
2015-07-29,29.594675064086914,71.75021362304688,-36.1802721202251
2015-07-30,29.57281494140625,71.82454681396484,-36.02621601786369
2015-07-31,29.95193862915039,71.61642456054688,-37.61698578088925
2015-08-03,30.287336349487305,72.4340591430664,-38.02253201703927
2015-08-04,30.51336669921875,72.70161437988281,-38.57929958107836
2015-08-05,30.71021842956543,73.72737121582031,-38.271452397120896
2015-08-06,30.564390182495117,73.69766235351562,-37.76933201962804
2015-08-07,30.45503044128418,73.66046142578125,-37.407702753616576
2015-08-10,30.389402389526367,73.65306091308594,-37.175760631555235
2015-08-11,30.243579864501953,73.3037109375,-36.99330223539479
2015-08-12,30.08318328857422,73.12529754638672,-36.58675632846037
2015-08-13,29.966522216796875,73.43006896972656,-35.856527078096136
2015-08-14,30.075891494750977,73.75711822509766,-35.92834279655615
2015-08-17,30.1487979888916,74.22538757324219,-35.725960244242174
2015-08-18,30.11234474182129,74.15848541259766,-35.659919006971435
2015-08-19,29.73320960998535,73.5787353515625,-34.85697982229668
2015-08-20,29.56551170349121,72.82799530029297,-34.99613294223995
2015-08-21,28.821815490722656,71.5420913696289,-33.56980930778552
2015-08-24,27.98334503173828,68.25675964355469,-33.79727593739901
2015-08-25,27.69898223876953,66.62893676757812,-34.38804014299083
2015-08-26,28.238525390625,68.747314453125,-34.23735273730388
2015-08-27,28.63224220275879,69.57235717773438,-34.84817800877393
2015-08-28,28.76348876953125,69.52034759521484,-35.37883808072148
2015-08-31,28.668699264526367,69.07435607910156,-35.47913641735613
2015-09-01,28.253114700317383,67.88507843017578,-35.15279533469082
2015-09-02,28.362476348876953,68.64391326904297,-34.79279764558653
2015-09-03,28.552053451538086,69.01091003417969,-35.11718028339004
2015-09-04,28.08542251586914,68.10456085205078,-34.32174684954073
2015-09-08,28.362476348876953,69.1906967163086,-34.24601419832091
2015-09-09,27.925006866455078,68.03713989257812,-33.80413895079516
2015-09-10,28.012502670288086,68.20941162109375,-33.95096059254783
2015-09-11,28.04191780090332,68.62890625,-33.638741658631616
2015-09-14,28.01985740661621,68.31430053710938,-33.87289407828824
2015-09-15,28.314029693603516,68.95850372314453,-34.30152435834097
2015-09-16,28.792049407958984,69.71502685546875,-35.28831821981791
2015-09-17,28.961204528808594,69.93976593017578,-35.68048047346555
2015-09-18,28.66703987121582,69.70006561279297,-34.84737514882869
