Date,KO,PEP,spread,rolling_mean,rolling_std,z_score,signal,position,cumulative_returns
2018-05-01,33.98042297363281,79.71253204345703,-44.21258453119869,-40.90075545962257,2.5586805413086973,-1.2943503567984305,0,1.0,0.47838833251808255
2018-05-02,33.55755615234375,78.18470001220703,-44.19823975774959,-41.1336726551461,2.5290593480255934,-1.211741869559511,0,1.0,0.47823311941929114
2018-05-03,33.42191696166992,78.48223114013672,-43.40603843311902,-41.324608551157034,2.4748117720387834,-0.8410457334487615,0,1.0,0.4696613547344828
2018-05-04,33.796913146972656,79.59994506835938,-43.65591919360145,-41.52571081803257,2.4078524125805263,-0.8846922529134189,0,1.0,0.47236511072620013
2018-05-07,33.62137222290039,78.98883819580078,-43.626835992712216,-41.719568731237,2.3313737278685323,-0.8180873099307617,0,1.0,0.4720504251197102
2018-05-08,33.35809326171875,77.8309097290039,-43.82459760162725,-41.90279280628587,2.270836326376101,-0.8462982439638318,0,1.0,0.4741902422629083
2018-05-09,33.33415222167969,77.32429504394531,-44.24390036063767,-42.10284319584648,2.2005160243691426,-0.972979583461564,0,1.0,0.4787271755779394
2018-05-10,33.653297424316406,78.21687316894531,-44.51523083299935,-42.31150907871999,2.118353972829958,-1.0402991107927795,0,1.0,0.48166302141483813
2018-05-11,33.62137222290039,78.34552764892578,-44.270146539587216,-42.500534107836806,2.0267167600434144,-0.873142447251733,0,1.0,0.47901116408292693
2018-05-14,33.54160690307617,78.12037658691406,-44.20439696844609,-42.70479225031931,1.8680676366556905,-0.8027571853936997,0,1.0,0.47829974157651844
2018-05-15,33.28628921508789,77.83892059326172,-43.554720519395445,-42.84908622095874,1.753771287876533,-0.4023525207161355,0,1.0,0.4712701223757162
2018-05-16,33.1506462097168,78.15254974365234,-42.74640726026984,-42.93636341939201,1.6771682676555562,0.11326004837171179,0,1.0,0.46252402358313177
2018-05-17,33.74903869628906,78.73956298828125,-44.34170524565144,-43.07175285772728,1.618245494809041,-0.7847711561675108,0,1.0,0.4797854425023905
2018-05-18,33.653297424316406,78.40985870361328,-44.32224529833138,-43.219007984672274,1.5179970242684204,-0.7267717235419476,0,1.0,0.47957488227733147
2018-05-21,33.8368034362793,80.01810455322266,-43.3832378493828,-43.34583564200655,1.3533557335815376,-0.02763664160735592,0,1.0,0.4694146482062474
2018-05-22,33.70914459228516,80.35581970214844,-42.57995647910552,-43.430906580993295,1.210241737048636,0.7031240749992235,0,1.0,0.4607229953805995
2018-05-23,33.82883071899414,80.77397155761719,-42.59829469370709,-43.497289223080685,1.0995519287652018,0.8176007934278899,0,1.0,0.4609214182504142
2018-05-24,33.76498794555664,80.55687713623047,-42.58255731229869,-43.54935044268031,1.01171501199528,0.9555982850100557,0,1.0,0.460751136876231
